bar_mark,host_type,host_code,group_name,bar_type,diameter_mm,spacing_mm,shape_code,shape_description,quantity,single_length_m,total_length_m,total_weight_kg,anchorage_status,lap_status,hook_status,note
SP-L3-7-109,internal_support,SP-L3-7,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,59.294,474.351,1827.85,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L3-7-110,internal_support,SP-L3-7,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,353,6.5,2294.5,2037.09,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L3-8-111,internal_support,SP-L3-8,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,59.294,474.351,1827.85,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L3-8-112,internal_support,SP-L3-8,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,353,6.5,2294.5,2037.09,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L3-9-113,internal_support,SP-L3-9,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,59.294,474.351,1827.85,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L3-9-114,internal_support,SP-L3-9,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,353,6.5,2294.5,2037.09,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L3-10-115,internal_support,SP-L3-10,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,59.294,474.351,1827.85,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L3-10-116,internal_support,SP-L3-10,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,353,6.5,2294.5,2037.09,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L3-11-117,internal_support,SP-L3-11,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,59.294,474.351,1827.85,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L3-11-118,internal_support,SP-L3-11,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,353,6.5,2294.5,2037.09,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L3-12-119,internal_support,SP-L3-12,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,59.294,474.351,1827.85,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L3-12-120,internal_support,SP-L3-12,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,353,6.5,2294.5,2037.09,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L3-13-121,internal_support,SP-L3-13,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,59.294,474.351,1827.85,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L3-13-122,internal_support,SP-L3-13,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,353,6.5,2294.5,2037.09,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L3-14-123,internal_support,SP-L3-14,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,59.294,474.351,1827.85,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L3-14-124,internal_support,SP-L3-14,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,353,6.5,2294.5,2037.09,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L3-15-125,internal_support,SP-L3-15,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,59.294,474.351,1827.85,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L3-15-126,internal_support,SP-L3-15,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,353,6.5,2294.5,2037.09,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L3-16-127,internal_support,SP-L3-16,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,59.294,474.351,1827.85,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L3-16-128,internal_support,SP-L3-16,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,353,6.5,2294.5,2037.09,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L3-17-129,internal_support,SP-L3-17,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,59.294,474.351,1827.85,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L3-17-130,internal_support,SP-L3-17,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,353,6.5,2294.5,2037.09,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L3-18-131,internal_support,SP-L3-18,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,59.294,474.351,1827.85,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L3-18-132,internal_support,SP-L3-18,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,353,6.5,2294.5,2037.09,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L3-19-133,internal_support,SP-L3-19,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,59.294,474.351,1827.85,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L3-19-134,internal_support,SP-L3-19,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,353,6.5,2294.5,2037.09,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
SP-L3-20-135,internal_support,SP-L3-20,支撑纵筋,longitudinal,25.0,,00,straight_with_development_length_review,8,59.294,474.351,1827.85,manual_review,manual_review,not_applicable,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
SP-L3-20-136,internal_support,SP-L3-20,支撑箍筋,stirrup,12.0,150.0,21,closed_stirrup_with_135deg_hooks,353,6.5,2294.5,2037.09,manual_review,manual_review,manual_review,RC support stirrups; shear and confinement detailing requires professional review
ND-SP-L1-1-A-137,support_wale_node,ND-SP-L1-1-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-1-A-138,support_wale_node,ND-SP-L1-1-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-1-B-139,support_wale_node,ND-SP-L1-1-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-1-B-140,support_wale_node,ND-SP-L1-1-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-2-A-141,support_wale_node,ND-SP-L1-2-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-2-A-142,support_wale_node,ND-SP-L1-2-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-2-B-143,support_wale_node,ND-SP-L1-2-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-2-B-144,support_wale_node,ND-SP-L1-2-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-3-A-145,support_wale_node,ND-SP-L1-3-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-3-A-146,support_wale_node,ND-SP-L1-3-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-3-B-147,support_wale_node,ND-SP-L1-3-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-3-B-148,support_wale_node,ND-SP-L1-3-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-4-A-149,support_wale_node,ND-SP-L1-4-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-4-A-150,support_wale_node,ND-SP-L1-4-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-4-B-151,support_wale_node,ND-SP-L1-4-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-4-B-152,support_wale_node,ND-SP-L1-4-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-5-A-153,support_wale_node,ND-SP-L1-5-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-5-A-154,support_wale_node,ND-SP-L1-5-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-5-B-155,support_wale_node,ND-SP-L1-5-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-5-B-156,support_wale_node,ND-SP-L1-5-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-6-A-157,support_wale_node,ND-SP-L1-6-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-6-A-158,support_wale_node,ND-SP-L1-6-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-6-B-159,support_wale_node,ND-SP-L1-6-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-6-B-160,support_wale_node,ND-SP-L1-6-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-7-A-161,support_wale_node,ND-SP-L1-7-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-7-A-162,support_wale_node,ND-SP-L1-7-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-7-B-163,support_wale_node,ND-SP-L1-7-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-7-B-164,support_wale_node,ND-SP-L1-7-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-8-A-165,support_wale_node,ND-SP-L1-8-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-8-A-166,support_wale_node,ND-SP-L1-8-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-8-B-167,support_wale_node,ND-SP-L1-8-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-8-B-168,support_wale_node,ND-SP-L1-8-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-9-A-169,support_wale_node,ND-SP-L1-9-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-9-A-170,support_wale_node,ND-SP-L1-9-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-9-B-171,support_wale_node,ND-SP-L1-9-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-9-B-172,support_wale_node,ND-SP-L1-9-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-10-A-173,support_wale_node,ND-SP-L1-10-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-10-A-174,support_wale_node,ND-SP-L1-10-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-10-B-175,support_wale_node,ND-SP-L1-10-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-10-B-176,support_wale_node,ND-SP-L1-10-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-11-A-177,support_wale_node,ND-SP-L1-11-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-11-A-178,support_wale_node,ND-SP-L1-11-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-11-B-179,support_wale_node,ND-SP-L1-11-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-11-B-180,support_wale_node,ND-SP-L1-11-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-12-A-181,support_wale_node,ND-SP-L1-12-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-12-A-182,support_wale_node,ND-SP-L1-12-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-12-B-183,support_wale_node,ND-SP-L1-12-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-12-B-184,support_wale_node,ND-SP-L1-12-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-13-A-185,support_wale_node,ND-SP-L1-13-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-13-A-186,support_wale_node,ND-SP-L1-13-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-13-B-187,support_wale_node,ND-SP-L1-13-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-13-B-188,support_wale_node,ND-SP-L1-13-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-14-A-189,support_wale_node,ND-SP-L1-14-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-14-A-190,support_wale_node,ND-SP-L1-14-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-14-B-191,support_wale_node,ND-SP-L1-14-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-14-B-192,support_wale_node,ND-SP-L1-14-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-15-A-193,support_wale_node,ND-SP-L1-15-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-15-A-194,support_wale_node,ND-SP-L1-15-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-15-B-195,support_wale_node,ND-SP-L1-15-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-15-B-196,support_wale_node,ND-SP-L1-15-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-16-A-197,support_wale_node,ND-SP-L1-16-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-16-A-198,support_wale_node,ND-SP-L1-16-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-16-B-199,support_wale_node,ND-SP-L1-16-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-16-B-200,support_wale_node,ND-SP-L1-16-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-17-A-201,support_wale_node,ND-SP-L1-17-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-17-A-202,support_wale_node,ND-SP-L1-17-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-17-B-203,support_wale_node,ND-SP-L1-17-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-17-B-204,support_wale_node,ND-SP-L1-17-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-18-A-205,support_wale_node,ND-SP-L1-18-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-18-A-206,support_wale_node,ND-SP-L1-18-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-18-B-207,support_wale_node,ND-SP-L1-18-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-18-B-208,support_wale_node,ND-SP-L1-18-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-19-A-209,support_wale_node,ND-SP-L1-19-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-19-A-210,support_wale_node,ND-SP-L1-19-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-19-B-211,support_wale_node,ND-SP-L1-19-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-19-B-212,support_wale_node,ND-SP-L1-19-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-20-A-213,support_wale_node,ND-SP-L1-20-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-20-A-214,support_wale_node,ND-SP-L1-20-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L1-20-B-215,support_wale_node,ND-SP-L1-20-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L1-20-B-216,support_wale_node,ND-SP-L1-20-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-1-A-217,support_wale_node,ND-SP-L2-1-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-1-A-218,support_wale_node,ND-SP-L2-1-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-1-B-219,support_wale_node,ND-SP-L2-1-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-1-B-220,support_wale_node,ND-SP-L2-1-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-2-A-221,support_wale_node,ND-SP-L2-2-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-2-A-222,support_wale_node,ND-SP-L2-2-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-2-B-223,support_wale_node,ND-SP-L2-2-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-2-B-224,support_wale_node,ND-SP-L2-2-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-3-A-225,support_wale_node,ND-SP-L2-3-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-3-A-226,support_wale_node,ND-SP-L2-3-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-3-B-227,support_wale_node,ND-SP-L2-3-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
