bar_mark,host_type,host_code,group_name,bar_type,diameter_mm,spacing_mm,shape_code,shape_description,quantity,single_length_m,total_length_m,total_weight_kg,anchorage_status,lap_status,hook_status,note
ND-RS-L3-3-A-114,support_wale_node,ND-RS-L3-3-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L3-3-B-115,support_wale_node,ND-RS-L3-3-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L3-3-B-116,support_wale_node,ND-RS-L3-3-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L3-4-A-117,support_wale_node,ND-RS-L3-4-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L3-4-A-118,support_wale_node,ND-RS-L3-4-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L3-4-B-119,support_wale_node,ND-RS-L3-4-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L3-4-B-120,support_wale_node,ND-RS-L3-4-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L4-1-A-121,support_wale_node,ND-RS-L4-1-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L4-1-A-122,support_wale_node,ND-RS-L4-1-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L4-1-B-123,support_wale_node,ND-RS-L4-1-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L4-1-B-124,support_wale_node,ND-RS-L4-1-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L4-2-A-125,support_wale_node,ND-RS-L4-2-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L4-2-A-126,support_wale_node,ND-RS-L4-2-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L4-2-B-127,support_wale_node,ND-RS-L4-2-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L4-2-B-128,support_wale_node,ND-RS-L4-2-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L4-3-A-129,support_wale_node,ND-RS-L4-3-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L4-3-A-130,support_wale_node,ND-RS-L4-3-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L4-3-B-131,support_wale_node,ND-RS-L4-3-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L4-3-B-132,support_wale_node,ND-RS-L4-3-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L4-4-A-133,support_wale_node,ND-RS-L4-4-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L4-4-A-134,support_wale_node,ND-RS-L4-4-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L4-4-B-135,support_wale_node,ND-RS-L4-4-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L4-4-B-136,support_wale_node,ND-RS-L4-4-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L5-1-A-137,support_wale_node,ND-RS-L5-1-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L5-1-A-138,support_wale_node,ND-RS-L5-1-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L5-1-B-139,support_wale_node,ND-RS-L5-1-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L5-1-B-140,support_wale_node,ND-RS-L5-1-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L5-2-A-141,support_wale_node,ND-RS-L5-2-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L5-2-A-142,support_wale_node,ND-RS-L5-2-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L5-2-B-143,support_wale_node,ND-RS-L5-2-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L5-2-B-144,support_wale_node,ND-RS-L5-2-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L5-3-A-145,support_wale_node,ND-RS-L5-3-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L5-3-A-146,support_wale_node,ND-RS-L5-3-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L5-3-B-147,support_wale_node,ND-RS-L5-3-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L5-3-B-148,support_wale_node,ND-RS-L5-3-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L5-4-A-149,support_wale_node,ND-RS-L5-4-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L5-4-A-150,support_wale_node,ND-RS-L5-4-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-RS-L5-4-B-151,support_wale_node,ND-RS-L5-4-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-RS-L5-4-B-152,support_wale_node,ND-RS-L5-4-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
